text	object	context	role	section	flag
With the MGF in closed-form, we can easily analyze the symbol error probability of multi-channel reception schemes [19] as well as evaluate the ergodic capacity @@CITATION in GTRU fading.	ergodic  capacity 	in  GTRU  fading	B-subj	abstract	0
However, relatively little work has been undertaken to evaluate the model as a whole (although see Arbaugh (2007) and @@CITATION) or to investigate the relationships of the components of the model.	model 		B-subj	abstract	0
Different from the above-mentioned methods which analyzed on 2D ROIs, a method based on features calculated on 3D ROIs was proposed in @@CITATION, which reported that 3D ROIs based features were more sensitive and specific.	features  calculated  on  3D  ROIs 		B-subj	keywords	0
These results confirm previous findings (Cole, 2001; IAB, 2002; @@CITATION), which reported that television is displaced most and newspapers the least among the three traditional media.	television 		B-subj	method	0
1 Int roduct ion The problem In this paper two major limitations of current numerical constraint propagation systems ( @@CITATION ) are discussed : 1 .	numerical  constraint  propagation  systems  		A-subj	introduction	1
Nairn et al. (@@CITATION) presented a detailed analysis of the notion of “relative polarity,” which concerns the relationship between the factuality of a matrix clause and its complement clause.	relative  polarity	which  concerns  the  relationship  between  the  factuality  of  a  matrix  clause  and  its  complement  clause	B-subj	related work	0
This was first investigated for DGFEMs in the article @@CITATION, though we remark that this idea had been previously developed in the context of conforming finite element methods in the articles [2–4], for example.	DGFEMs 		B-subj	introduction	0
In order to reduce the effort dedicated to off-line measurements, a virtual fingerprint database is calculated using the Multi-Wall Multi-Floor indoor propagation model whose effectiveness was investigated @@CITATION.	Multi-Wall  Multi-Floor  indoor  propagation  model 		B-subj	categories and subject descriptors	0
As another example, in @@CITATION the solvability problem has been investigated (in the framework of CSP) for the same data domain (D,=), in the case where R is a finite field.	 solvability  problem 	in  the  framework  of  CSP	B-subj	unknown	0
For instance, Sherer and Visbal @@CITATION and Sherer and Scott [6] discussed multiple acoustic scattering from two and three circular cylinder configurations in two dimensions.	multiple  acoustic  scattering 		B-subj	abstract	0
.@@CITATION investigated market dynamics emerging when next-generation networks and conventional networks coexist, by applying a market model that consists of content providers, NSPs, and users.	market  dynamics 		B-subj	method	0
Some prior studies investigated the design of cache-aware scheduling algorithms that achieves performance isolation among competing applications by minimizing resource contention @@CITATION .	design  of  cache-aware  scheduling  algorithms 		B-subj	method	0
There is a large corpus of empirical evidence that reports of benefits by using ERP systems @@CITATION or stories of failures [9, 10], indeed.	ERP  systems 		B-subj	abstract	0
Other work investigated potential fields [7] and cooperative control laws @@CITATION to direct a group of robots to their objectives while avoiding collisions.	cooperative  control  laws 	to  direct  a  group  of  robots  to  their  objectives  while  avoiding  collisions	B-subj	abstract	0
Bachmat et al. @@CITATION analyzed various algorithms for scheduling low priority disk drive tasks and predicted the response time of the backend tasks.	algorithms  for  scheduling  low  priority  disk  drive tasks 		B-subj	method	0
Work by Novak et al. discussed the security issues raised by remote management software, focusing on a commercial product called Absolute Manage @@CITATION.	remote  management  software		B-subj	related work	1
MEMORY BASED COMPUTING In contrast to the purely spatial reconfigurable computing frameworks of a nanoFPGA, researchers have investigated an alternative temporal computing framework @@CITATION.	 temporal  computing  framework 		B-subj	method	0
In the papers @@CITATION stability of different types of efficient solutions (optimal by Pareto, Smale, and Slater) of a vector trajectorial problem was investigated.	 vector  trajectorial  problem 		B-subj	abstract	0
Dai, Levitin and Wang investigate maximizing the expected profit in Grid systems by partitioning the service task into subtasks and by distributing them among the available resources @@CITATION.	 expected  profit  in  Grid  systems 		B-subj	evaluation	0
The assistance of trusted nodes in a reputation based CSS network is discussed in @@CITATION, where Nyman-Pearson and likelihood ratio test is utilized for spectrum sensing improvements.	 assistance  of  trusted  nodes  in  a  reputation  based  CSS  network 		B-subj	method	0
Sequential dynamics of best response where no concurrency effects exist, has been analyzed in prior work, by Fisher and Vocking [6] by Chien and Sinclair @@CITATION.	Sequential  dynamics  of  best  response 		B-subj	introduction	0
It has been investigated if the newly developed method for gating a signal section and singling out an echo plays an effective role in overcoming the timevariance problems of DWT @@CITATION.	 method  for  gating  a  signal  section  and  singling  out  an  echo 	 in  overcoming  the  timevariance  problems  of  DWT 	B-subj	method	0
For an analysis of general strategic alliances, see, e.g., Lewis (1990), and for an analysis of alliances in the airline industry, see, e.g., @@CITATION.	alliances  in  the  airline  industry		B-subj	introduction	0
Liu et al. analysed the problem of maximizing profit in e-commerce environment using web service technologies, where the basic distributed system is Cluster @@CITATION.	profit  in  e-commerce  environment 	 where  the  basic  distributed  system  is  Cluster 	B-subj	general terms	0
Existing ZSL methods suffer from weak generalisation due to the domainshift induced by disjoint auxiliary-target classes, an issue that has recently been highlighted explicitly in the literature @@CITATION.	ZSL  methods 		B-subj	method	1
In @@CITATION, the effects on currents, voltages and torque of different drive failures such as switch-on failures, singlephase open-circuit, switch-off and DC supply failures, are investigated.	effects  on  currents,  voltages  and  torque  of  different  drive  failures 		B-subj	abstract	0
3.2 Edge–Coupled Filter In order to further prove the accuracy of the re-written program, the analysis of the microstrip edge–coupled filter shown in fig. 6 in @@CITATION is considered.	microstrip  edge–coupled  filter 	 In  order  to  further  prove  the  accuracy  of  the  re-written  program	B-subj	conclusions	0
Chrobak et al. @@CITATION analyze a natural heuristic for MCSP, the greedy1 algorithm: iteratively, at each step extract a longest common substring from the input strings.	natural  heuristic  for  MCSP		B-subj	introduction	0
Opposed to this, architecture-based software reliability analysis (@@CITATION) aims at improving reliability of componentbased software architectures already during early development stages.	 architecture-based  software  reliability 		B-subj	method	0
According to a comprehensive survey to pen-and-paper user interface @@CITATION, the most suitable solution to notes taking was ActivBoard [3].	pen-and-paper  user  interface 		B-subj	related work	0
Some studies have analyzed trust as a single component: trust in e-government services [33] or trust in government @@CITATION.	trust  in  government 		B-subj	keywords	0
One of the earliest techniques for increasing the effective width of a target is proposed by Kabbash and Buxton @@CITATION who investigated the use of area cursors.	use  of  area  cursors		B-subj	related work	0
Other researchers, including [14] and, more recently, @@CITATION, have investigated phase transitions in the behavior of large groups of agents.	phase  transitions  in  the  behavior  of  large  groups  of  agents		B-subj	unknown	0
Shirley @@CITATION and Dobkin et al. [DEM96] applied the discrepancy to analyze sampling techniques used in rendering.	sampling  techniques  used  in  rendering		B-subj	related work	0
Lamersdorf et al. @@CITATION conducted a survey on the state of practice in DSD in which they investigated the criteria that influence task allocation decisions.	 criteria  that  influence  task  allocation  decisions	on  the  state  of  practice  in  DSD 	B-subj	keywords	0
However, module composition with inheritance is discussed controversially for object orientation [25, 26] and language engineering @@CITATION.	 module  composition  with  inheritance 	language  engineering 	B-subj	method	0
As discussed in @@CITATION, procedural languages, such as BPMN, EPCs and Petri nets, are suitable for describing standardized processes in stable environments.	procedural  languages	 for  describing  standardized  processes  in  stable  environment	B-subj	categories and subject descriptors	0
Basically they are focused on analysis of speech , visual and biophysiological signals ( see for example @@CITATION , [ 4 ] , CIT .	 speech  ,  visual  and  biophysiological  signals 		B-subj	abstract	0
Departing from previous methods based on geometry or signal-to-noise ratio ( SNR ) , information theoretical analyses were provided in @@CITATION .	geometry  or  signal-to-noise  ratio  (  SNR  ) 		B-subj	method	0
At present, the CEEMDAN has been applied in the analysis of laser speckle [25] and short-term wind speed forecasting @@CITATION.	short-term  wind  speed  forecasting 		B-subj	keywords	0
Researchers have also investigated the noise properties for regularized versions of the EM algorithm , including Fessler CIT and Wang and Gindi @@CITATION .	noise  properties  for  regularized  versions  of  the  EM  algorithm 		B-subj	method	0
Pipeline for Linguistic annotations Kolachina and @@CITATION conducted an extensive study on benchmarking state-of-art statistical parsers for analyzing English text.	state-of-art  statistical  parsers  for  analyzing  English  text		B-subj	method	0
Mao et al. @@CITATION investigated processor allocation on a 6D toroidal machine and showed that performance is comparable to that of a fully-connected machine.	 processor  allocation  on  a  6D  toroidal  machine 		B-subj	method	0
Many papers investigated the problem of privacy-preserving decision tree learning, both in cryptographic [22] and statistical @@CITATION settings.	privacy-preserving  decision  tree  learning		B-subj	related work	0
Shafer, et al. @@CITATION discussed identifier lookup issues in the context of automatic support for identifier renaming in Java programs.	identifier  lookup  issues 	 of  automatic  support  for  identifier  renaming  in  Java  programs	B-subj	related work	1
Another work from Mahajan et al. @@CITATION analyses the masses of sensitive information which are processed by messengers like WhatsApp and Viber.	 sensitive  information 	 by  messengers like  WhatsApp  and  Viber	B-subj	introduction	0
Another pattern based study @@CITATION investigates the usage of workflow patterns to incorporate policy-based fault-tolerant recovery mechanism at run-time.	usage  of  workflow  patterns 		B-subj	unknown	0
Hulk @@CITATION analyzes Chrome browser extensions and detects malicious (or suspicious) behaviors, such as adinjecting and information leak.	Chrome  browser  extensions 		B-subj	discussions	0
For example, it was reported in @@CITATION that power transfer efficiency was only about 1.5 percent when a receiver is 30 cm away from the RF transmitter.	 power  transfer  efficiency 		B-subj	method	0
In @@CITATION Hardjawana et al. investigate transmitter structures for a system with N cooperating BSs × N users.	transmitter  structures 		B-subj	unknown	0
Majority of the accelerometer-based fall detection systems that were developed in the past investigates the use of a bodyworn tri-axial accelerometer with a threshold algorithm @@CITATION.	 bodyworn  tri-axial  accelerometer 		B-subj	method	0
By analyzing a published data set of mice @@CITATION, this model identified several iQTLs for survival time due to HALI.	 published  data  set  of  mice  		A-subj	discussions	0
There has been some work that investigates how to generate compact features from the activations of the fully-connected layers @@CITATION and the convolutional layers [34].	compact  features  from  the  activations  of  the  fully-connected  layers 		B-subj	method	0
2.1 Static regrets Online gradient in the static environment has been extensively investigated for the last decade of years [ @@CITATION ] .	Static  regrets  Online  gradient  in  the  static  environment 		B-subj	introduction	0
Producing a good ordering of information is also a critical task for the generation community , which has extensively investigated the issue ( @@CITATION ) .	ordering  of  information 	 for  the generation  community 	B-subj	related work	1
As noted by @@CITATION, all interactions in an online learning environment (including the asynchronous discussion forum) are mediated through technology.	interactions  in  an  online  learning  environment 		B-subj	keywords	0
Recently , much research has been carried out to investigate controlling the robotic manipulator to reach an object at varying locations ( @@CITATION ) .	controlling  the  robotic  manipulator 		B-subj	method	0
In @@CITATION, the authors check the diagnosability of unbounded PN models by analyzing the structure of the generated verifier net reachability graph.	structure  of  the  generated  verifier  net  reachability  graph		B-subj	method	0
Liu et al. @@CITATION investigate the problem where a schedule must be created with knowledge only of the number of jobs and the ordering of their processing times.	schedule 		B-subj	keywords	1
Several investigations have been carried out in source coding to determine the optimal deadzone-toregular bin width (2X=D) ratio @@CITATION.	source  coding 		B-subj	unknown	0
For instance, Shin et al. conducted a packet error rate analysis of ZigBee under WiFi and Bluetooth interference @@CITATION.	ZigBee  under  WiFi  and  Bluetooth  interference 		B-subj	method	0
In @@CITATION, Ganz et al. investigated the distribution of the number of handoffs and the average call-drop probability for LEO satellite systems.	 distribution  of  the  number  of  handoffs 	for  LEO  satellite  systems	B-subj	method	0
Researchers have also started investigating consistent updates for networks which include (network function virtualized) middleboxes @@CITATION.	 updates  for  networks 		B-subj	unknown	0
(11) See @@CITATION for a more elaborate discussion of the derivation of the Bayes factor for inequality constrained hypotheses in the context of ANOVA.	derivation  of  the  Bayes  factor  for  inequality  constrained  hypotheses 		B-subj	method	0
DATA MINING METHODS In this section we explain how we generated training data, and then describe the various data mining methods we investigated: Ripper [8], Q-learning [25], and time series @@CITATION.	time  series 		A-subj	method	0
In order to overcome the strong theoretical lower bound, Kalyanasundaram and Pruhs @@CITATION and Phillips et al. [10] proposed the analysis of scheduling algorithms in terms of the speed augmentation and machine augmentation, respectively.	scheduling  algorithms 		B-subj	keywords	0
In order to assist indexers in their daily practice, the NLM’s Indexing Initiative @@CITATION has investigated automatic indexing methods, which led to the development of the Medical Text Indexer (MTI) [2].	automatic  indexing  methods		B-subj	introduction	0
An important class of such structures was isolated by A. Pillay in CIT and investigated by L. Matthews in @@CITATION .	 such  structures 		B-subj	introduction	0
Rutkowski et al. @@CITATION noted the deficiencies of the CVFDT algorithm in the HT and proposed a McDiarmid tree (McDT) algorithm by replacing the Hoeffding bound in the HT with McDiarmid’s bound.	CVFDT  algorithm 	in  the  HT 	B-subj	unknown	1
(The above analysis shows that the claim made in @@CITATION that BIST-based approaches “do not detect all double faulty PLBs” is incorrect.)	BIST-based  approaches 		A-subj	unknown	1
This policy has been successfully analysed by classical mean field techniques in @@CITATION where it is shown that it leads to an important gain of performance compared to a purely random allocation.	policy 	by  classical  mean  field  techniques 	B-subj	unknown	0
Arbitrary deductive systems with this property have been identified and investigated in the literature under the name self-extensional (see @@CITATION).	Arbitrary  deductive  systems 	under  the  name  self-extensional 	B-subj	unknown	0
Bar-Ilan conducted several studies to investigate the search engine stability problem (@@CITATION/99, 2000, 2002) and defined several measures to evaluate search engine functionality over time (Bar-Ilan, 2002).	search  engine  	stability  problem 	B-subj	unknown	0
Extensions to some convex optimization problems were presented in [23], and convergence rates are analyzed in @@CITATION.	convergence  rates 	convex  optimization  problems 	B-subj	unknown	0
Extensive surveys have been conducted to discuss Big Data Frameworks [42] @@CITATION [32].	Big  Data  Frameworks 		B-subj	unknown	0
At first, only the recognition of isolated handwritten digits and characters was investigated @@CITATION.	isolated  handwritten  digits  and  characters 		B-subj	unknown	0
Babich @@CITATION investigated the improvement in the performance when different combinations of adaptive modulation, adaptive coding, and power control are used with wireless mobile cellular systems.	 improvement  in  the  performance 	when  different  combinations  of  adaptive  modulation,  adaptive  coding,  and  power  control  are  used  with  wireless  mobile  cellular  systems	B-subj	unknown	0
Adaptive modulation techniques over Nakagami-m fading channels were also investigated in @@CITATION and [6] for mobile wireless channel.	Adaptive  modulation  techniques 	for  mobile  wireless  channel	B-subj	unknown	0
A general but brief discussion of issues related to implementation issues for trailing-based constraint programming systems can be found in @@CITATION.	trailing-based  constraint  programming  systems 	to implementation  issues 	B-subj	unknown	0
Hornung and Barkai @@CITATION recently reported that responsive networks have reduced noise if they are controlled by a positive feedback.	responsive  networks 	noise 	B-subj	unknown	0
Before discussing these two groups of approaches in detail, we briefly review two performance issues unique to cooperative caching approaches @@CITATION, [55].	performance  issues 	cooperative  caching  approaches 	A-subj	unknown	1
The progress in this work was reported in @@CITATION.	progress 		B-subj	unknown	0
Direct relations between audio features and user ratings are analyzed in @@CITATION, however, unlike in our study, features are averaged across entire dialogs, as judgments were collected only once after the interaction.	Direct  relation	between  audio  features  and  user  ratings 	B-subj	unknown	0
2.TCP Westwood A detailed description of TCP Westwood (TCPW) is reported in @@CITATION.	TCP  Westwood  (TCPW) 		B-subj	unknown	0
"We use FC-DenseNets, save the network after each epoch in training and only include spatial SE blocks to reduce complexity; channel excitation was previously analyzed in @@CITATION."	channel  excitation 	FC-DenseNets	B-subj	unknown	0
The exponential stabilization of a class of nonlinear systems through the use of a generalized Gronwall-Bellman lemma approach has been investigated as well @@CITATION.	exponential  stabilization 	of  a  class  of  nonlinear  systems  	A-subj	unknown	0
Cha et al. @@CITATION collected and analyzed large-scale traces of information dissemination in the Flickr social network.	large-scale  traces  of  information  dissemination 	in  the  Flickr  social  network	B-subj	unknown	0
(8) NP:O1 VP:02 N:011 V:021 NP:022 N:0221 Mia loves Kim 3 The conversion of AVM structures into table forms is briefly discussed in @@CITATION.	AVM  structures 	into  table  forms 	B-subj	unknown	0
A dead reckoning method where the smartphone is held in one's hand/pocket is being investigated @@CITATION.	dead  reckoning  method 	where  the  smartphone  is  held  in  one's  hand/pocket 	B-subj	unknown	0
Duggins and Thomas @@CITATION give a good historical investigation of the SE curriculum.	SE  curriculum	historical  investigation 	B-subj	unknown	0
Detecting unusual/abnormal activities in video is another important issue in surveillance systems and has been investigated in some recent work @@CITATION.	Detecting  unusual/abnormal  activities 	in  surveillance  systems 	B-subj	unknown	0
Kohler et al. @@CITATION investigate a generalization of a partition-based arc labelling approach has that is referred to as the arc-flag approach.	partition-based  arc  labelling  approach 	arc-flag  approach	B-subj	unknown	0
Rescorla @@CITATION analyzed vulnerability disclosure rates to suggest that popular software contains many more vulnerabilities than have been discovered so far.	vulnerability  disclosure  rates 	to  suggest  that  popular  software  contains  many  more  vulnerabilities  than  have  been  discovered  so  far	B-subj	unknown	1
Camarinha-Matos and Afsarmanesh @@CITATION discuss approaches and trends in architectures for flexible infrastructures and breeding environments.	approaches  and  trends 	in  architectures  for  flexible  infrastructures  and  breeding  environments	B-subj	unknown	0
Experience in building a technological infrastructure for supporting the creation, operation and dissolution stages within the lifecycle of a virtual enterprise is discussed in @@CITATION.	technological  infrastructure 	for  supporting  the  creation,  operation  and  dissolution  stages  within  the  lifecycle  of  a  virtual  enterprise 	B-subj	unknown	0
Van @@CITATION analysed different aircraft boarding designs and they investigated only short haul flights and aircrafts 148 Iyigunlu S., Fookes C. and Yarlagadda P.. Agent-based Modelling of Aircraft Boarding Methods.	aircraft  boarding  designs 	 short  haul  flights  and  aircrafts 	B-subj	unknown	0
Narayanan et al @@CITATION discuss a services oriented software infrastructure that provides database support for accessing, manipulating, and moving large scale scientific data sets.	software  infrastructure 	that  provides  database  support  for  accessing,  manipulating,  and  moving  large  scale  scientific  data  sets	B-subj	unknown	0
Refer to @@CITATION for a discussion on the optical design problem of HMDs.	HMDs	on  the optical  design  problem 	B-subj	unknown	1
See, for instance, @@CITATION for a discussion of the sequence profile and the consensus sequence along with methods for computing them.	sequence  profile  and  the  consensus  sequence 		B-subj	unknown	0
The idea of applying sleeping strategies to the different network devices during low traffic periods is the main one discussed in the Gupta and Singh’s paper @@CITATION.	sleeping  strategies 	 to  the  different  network  devices  during  low  traffic  periods 	B-subj	unknown	0
At last, part of the literature is also focused into studying and analyzing the potential impact and the effective applicability of the different strategies for energy-aware network management @@CITATION–[42].	energy-aware  network  management 	the  potential  impact  and  the  effective  applicability  of  the  different  strategies 	B-subj	unknown	0
"Oudeyer discusses the benefits children gain by exploring their environment and some of the reasoning behind such behavior (Oudeyer et al., 2007; @@CITATION)."	benefits  	children  gain  by  exploring  their  environment  and  some  of  the  reasoning  behind  such  behavior 	B-subj	unknown	0
Several recent studies note the usefulness of indirection in main-memory environments @@CITATION .	main-memory  environments 	usefulness  of  indirection  in  	B-subj	unknown	1
We have to note that topic inference in search queries is still an open research problem @@CITATION, and no perfect solution exists so far.	search  queries 	in  search  queries 	A-subj	unknown	0
Shen et al. @@CITATION envisioned four levels of privacy protection in a personalized retrieval system, e.g., pseudo identity v.s., no identity, and analyzed various software architectures to achieve such a purpose.	privacy  protection 	in  a  personalized  retrieval  system	B-subj	unknown	0
Coskun et al. @@CITATION discuss the impact of different job scheduling algorithms on processor lifetime.	  job  scheduling   	on  processor  lifetime	B-subj	unknown	0
Simulation approaches are being investigated to determine emergent behavior @@CITATION.	Simulation  approaches 	to  determine  emergent  behavior 	B-subj	unknown	0
Hendricks @@CITATION discusses correctness notions in the 2 Protocol BFT Liveness Data nodes Type Amnesic Cryptogr.	correctness  notions 	2  Protocol  BFT  Liveness  Data  nodes  Type  Amnesic  Cryptogr	B-subj	unknown	0
In a contemporary adaptation of Argyle and Dean‟s (1965) exploration of Equilibrium Theory, @@CITATION investigated the amount of interpersonal distance an individual maintained from a virtual being in an immersive virtual environment.	interpersonal  distance  	an  individual  maintained  from  a  virtual  being  in  an  immersive  virtual  environment	B-subj	unknown	0
Indeed a recent analysis suggests that solving this LCP may be an NP-hard problem @@CITATION.	LCP 	may  be  an  NP-hard  problem 	B-subj	unknown	0
Lastly, @@CITATION analyzes privacy for interactive databases, where a randomized perturbation rule is applied to a true answer to a query, before returning it to the user.	privacy 	for  interactive  databases	B-subj	unknown	0
Shoemaker and Inkpen @@CITATION discuss techniques for showing private information within the context of public information using shutter glasses.	techniques 	for  showing  private  information  within  the  context  of  public  information  using  shutter  glasses	B-subj	unknown	0
As also noted by Rebuffi et al. @@CITATION, there is limited agreement about the setup.	setup	about  the  setup	A-subj	unknown	0
We single out @@CITATION which discusses the optimal decisions of the representative agent under uncertainty.	agent 	of  the  representative  agent  under  uncertainty	B-subj	unknown	0
While a variety of interfaces exist for CVEs, researchers have noted that immersive interfaces offer unique interaction affordances and potential benefits to collaborative work @@CITATION.	immersive  interfaces 	offer  unique  interaction  affordances  and  potential  benefits  to  collaborative  work 	B-subj	unknown	0
Lubachevsky @@CITATION discusses compact programs that reach each state in a bounded number of steps, where the bound is independent of the number of processes.	compact  programs 	reach  each  state  in  a  bounded  number  of  steps,  where  the  bound  is  independent  of  the  number  of  processes	B-subj	unknown	0
In cognitive science, learning by watching has been investigated as a source of higher order intelligence and fast acquisition of knowledge @@CITATION, [13].	learning  by  watching 	as  a  source  of  higher  order  intelligence  and  fast  acquisition  of  knowledge 	B-subj	unknown	0
Stutzbach and Rejaie @@CITATION consider the impact of churn by analyzing usage data for several existing P2P networks.	P2P  networks	usage  data  for  several  existing  P2P  networks	B-subj	unknown	0
The robustness of capture-recapture using PBR is studied by @@CITATION, with the aim of investigating capture-recapture estimators applied to PBR inspections under the hypothesis that PBR works according to its underlying assumption.	PBR 	The  robustness  of  capture-recapture 	A-subj	unknown	0
In [3] and @@CITATION, several human activities of daily living (ADL), including standing, walking, climbing up/down stairs and brushing teeth, are analyzed.	human  activities  of  daily  living  (ADL)	standing,  walking,  climbing  up/down  stairs  and  brushing  teeth,  are  analyzed	B-subj	unknown	0
The Fokker-Planck equation and the standard methods to obtain the stationary distribution functions are in detail discussed by Klimontovich @@CITATION for the one-dimensional case.	Fokker-Planck  equation 	to  obtain  the  stationary  distribution  functions 	B-subj	unknown	0
First studies of the dynamics of harmonic swarms of driven Brownian particles were reported recently @@CITATION.	dynamics  of  harmonic  swarms 	driven  Brownian  particles 	B-subj	unknown	0
Therefore we begin our investigation with the study of 2 driven Brownian particles @@CITATION which are self-confined by attracting forces.	Brownian  particles 		A-subj	unknown	0
"In seeking expressiveness beyond that provided by session subtyping, (@@CITATIONb; Gay, 2008) investigate bounded polymorphism in the context of session types."	bounded  polymorphism 	in  the  context  of  session  types	B-subj	unknown	0
(@@CITATIONb) investigates the elimination of redundant code in programs with session types, also using singleton types to promote values to types.	redundant  code 	programs  with  session  types,  also  using  singleton  types  to  promote  values  to  types	B-subj	unknown	0
(See (@@CITATION) for an analysis of deep vs. shallow embeddings and first-order vs. higher-order abstract syntax in the context of the π calculus.)	deep  vs.  shallow  embeddings  and  first-order  vs.  higher-order  abstract  syntax  	in  the  context  of  the  π  calculus.	B-subj	unknown	0
This has led to recent work on analyzing the vulnerability of a network under geographically correlated failures due to a physical attack at a single location @@CITATION.	vulnerability  of  a  network 	under  geographically  correlated  failures  due  to  a  physical  attack  at  a  single  location 	B-subj	unknown	0
"Most of the early work on network vulnerability analysis considered a small number of isolated, independent failures; see, e.g., @@CITATION and the references therein."	network  vulnerability 	a  small  number  of  isolated,  independent  failures	B-subj	unknown	0
On the other hand, recent theoretical work investigates the dynamical entropy production of entire networks, quantifying the state space expansion globally @@CITATION.	dynamical  entropy  production 	of  entire  networks,  quantifying  the  state  space  expansion  globally 	B-subj	unknown	0
Finally, the problem of evaluating (or, rather, getting useful information from) ontology mapping results without reference model has also been investigated in our prior work @@CITATION.	ontology  mapping 	without  reference  model 	B-subj	unknown	0
We describe those systems and analyze their security properties in an applied pi calculus @@CITATION.	security  properties 	in  an  applied  pi  calculus 	A-subj	unknown	0
Sommer discusses the importance of removing priority inversion in general-purpose operating systems and identifies the need to go beyond previous work which focused almost exclusively on the priority inversion problem for mutex resources @@CITATION.	priority  inversion 	in  general-purpose  operating  systems 	B-subj	unknown	0
Zhang et al. BMC Bioinformatics 2012, 13:118 http://www.biomedcentral.com/1471-2105/13/118 A lot of excellent works have been reported to distinguish interacting functional residues and analyze the characteristics of interaction interface @@CITATION.	characteristics 	to  distinguish  interacting  functional  residues 	B-subj	unknown	0
Based on this, many researchers begin to focus on analyzing unique sequential characteristics of interacting residues and the corresponding interaction geometry interfaces @@CITATION.	interaction  geometry  interfaces 	of  interacting  residues 	B-subj	unknown	0
More specifically, we would rather report evaluation results based on the ROC point where the value of the false positive rate is the same as that of the false negative rate @@CITATION.	results 	based  on  the  ROC  point 	A-subj	unknown	0
Fusing computer vision with RFID data for tracking people in robotics is investigated @@CITATION.	tracking  people 	for  tracking  people  in  robotics 	B-subj	unknown	0
Several subsequent variations on the same theme have been reported @@CITATION.	variations 	on  the  same  theme 	B-subj	unknown	0
For example, @@CITATION, discussed a generalized Savage statistic, while Johnson andMehrotra (1972) studied the locallymost powerful rank tests.	Savage  statistic		B-subj	unknown	0
The Sybil attack is still investigated nowadays, as demonstrated by some recent works such as @@CITATION.	Sybil  attack 		B-subj	unknown	0
GUI oracles: Finally, an earlier report of this research described automated GUI test oracles for the Planning Assisted Tester for grapHical user interface Systems (PATHS) system @@CITATION.	GUI  test  oracles 	for  the  Planning  Assisted  Tester  for  grapHical  user  interface  Systems  (PATHS)  system 	B-subj	unknown	0
A detailed discussion of the algorithms used by GUITAR is beyond the scope of this paper (see @@CITATION for additional details and analysis).	GUITAR 	by  GUITAR 	B-subj	unknown	0
Information about efficient lenticular lens design, analysis methods, and recent advances in the technology can be found in @@CITATION and [74].	lenticular  lens 	in  the  technology 	B-subj	unknown	0
That is why, in the following, we will try to analyze the second example presented in @@CITATION, concerning a library model.	example 	concerning  a  library  model	A-subj	unknown	0